,startid,startname,startyear,startcount,startlatitude,startlongitude,zipcode
329,83,Atlantic Ave & Fort Greene Pl,2015,6929,40.68382604,-73.97632328,11217
330,522,E 51 St & Lexington Ave,2015,13436,40.75714758,-73.97207836,10154
331,3203,Hamilton Park,2016,15300,40.727595966,-74.044247311,07302
332,3220,5 Corners Library,2015,622,40.734961020009514,-74.0595030784607,07306
333,3199,Newport Pkwy,2015,2323,40.7287448,-74.0321082,07310
334,420,Clermont Ave & Lafayette Ave,2015,3834,40.68764484,-73.96968902,11238
335,430,York St & Jay St,2015,11213,40.7014851,-73.98656928,11201
336,434,9 Ave & W 18 St,2015,20752,40.74317449,-74.00366443,10011
337,476,E 31 St & 3 Ave,2015,22701,40.74394314,-73.97966069,10016
338,343,Clinton Ave & Flushing Ave,2015,2861,40.69794,-73.96986848,11205
339,116,W 17 St & 8 Ave,2015,25859,40.74177603,-74.00149746,10011
340,527,E 33 St & 2 Ave,2015,26217,40.744023,-73.976056,10016
341,340,Madison St & Clinton St,2015,8929,40.71269042,-73.98776323,10002
342,223,W 13 St & 7 Ave,2015,20307,40.73781509,-73.99994661,10014
343,538,E 48 St & Madison Ave,2014,1781,40.75666,-73.976684,10167
344,3115,India St & Manhattan Ave,2015,473,40.73232194,-73.9550858,11222
345,279,Peck Slip & Front Street,2014,9274,40.707873,-74.00167,10038
346,2001,Sands St & Navy St,2014,1010,40.699773,-73.979927,11201
347,507,E 25 St & 2 Ave,2015,25221,40.73912601,-73.97973776,10010
348,314,Cadman Plaza West & Montague St,2014,8576,40.69383,-73.990539,11201
349,153,E 40 St & 5 Ave,2015,16962,40.752062307,-73.9816324043,10165
350,376,John St & William St,2015,10450,40.70862144,-74.00722156,10038
351,517,E 41 St & Madison Ave,2014,18684,40.752141,-73.979782,10165
352,491,E 24 St & Park Ave S,2014,32233,40.74096374,-73.98602213,10010
353,3278,Monmouth and 6th,2017,5236,40.72568548362901,-74.04879033565521,07302
354,519,E 42 St & Vanderbilt Ave,2014,56308,40.752416,-73.97837,10165
355,419,Carlton Ave & Park Ave,2014,2986,40.69580705,-73.97355569,11201
356,2005,Railroad Ave & Kay Ave,2014,843,40.70531194,-73.97100056,11211
357,431,Hanover Pl & Livingston St,2014,1975,40.68864636,-73.98263429,11217
358,250,Lafayette St & Jersey St,2015,36966,40.72456089,-73.99565293,10012
359,3111,Norman Ave & Leonard St,2015,381,40.7258483,-73.95064893,11222
360,359,E 47 St & Park Ave,2014,29563,40.75510267,-73.97498696,10167
361,443,Bedford Ave & S 9th St,2014,2304,40.70853074,-73.96408963,11211
362,510,W 51 St & 6 Ave,2014,26845,40.7606597,-73.98042047,10020
363,477,W 41 St & 8 Ave,2014,51922,40.75640548,-73.9900262,10018
364,465,Broadway & W 41 St,2014,43369,40.75513557,-73.98658032,10018
365,337,Old Slip & Front St,2014,12213,40.7037992,-74.00838676,10005
366,356,Bialystoker Pl & Delancey St,2015,13789,40.71622644,-73.98261206,10002
367,457,Broadway & W 58 St,2014,41576,40.76695317,-73.98169333,10020
368,259,South St & Whitehall St,2014,17011,40.70122128,-74.01234218,10004
369,237,E 11 St & 2 Ave,2015,25469,40.73047309,-73.98672378,10003
370,3186,Grove St PATH,2016,28737,40.71958611647166,-74.04311746358871,07302
371,315,South St & Gouverneur Ln,2014,21048,40.70355377,-74.00670227,10005
372,303,Mercer St & Spring St,2014,24990,40.72362738,-73.99949601,10012
373,360,William St & Pine St,2014,17030,40.70717936,-74.00887308,10006
374,517,Pershing Square South,2014,10702,40.751581,-73.97791,10168
375,414,Pearl St & Anchorage Pl,2014,9339,40.70281858,-73.98765762,11201
376,421,Clermont Ave & Park Ave,2014,4136,40.69573398,-73.97129668,11205
377,337,Old Slip & Front St,2015,8486,40.7037992,-74.00838676,10005
378,275,Washington Ave & Greene Ave,2014,4077,40.68650065,-73.96563307,11238
379,144,Nassau St & Navy St,2014,3943,40.69839895,-73.98068914,11201
380,72,W 52 St & 11 Ave,2014,24667,40.76727216,-73.99392888,10019
381,2022,E 59 St & Sutton Pl,2014,16461,40.75849116,-73.95920622,10044
382,262,Washington Park,2014,6377,40.69178232,-73.97372989,11217
383,349,Rivington St & Ridge St,2014,15325,40.71850211,-73.98329859,10002
384,242,Flushing Ave & Carlton Ave,2014,5531,40.69788349,-73.97350332,11201
385,332,Cherry St,2014,12352,40.71219906,-73.97948148,10002
386,320,Leonard St & Church St,2014,13746,40.717571,-74.005549,10278
387,3198,Heights Elevator,2015,375,40.748715945380226,-74.04044330120087,07307
388,119,Park Ave & St Edwards St,2014,1815,40.69608941,-73.97803415,11201
389,309,Murray St & West St,2014,18576,40.7149787,-74.013012,10282
390,3188,NJCU,2016,519,40.7101087,-74.0858489,07305
391,2008,Little West St & 1 Pl,2014,21491,40.70569254,-74.01677685,10280
392,522,E 51 St & Lexington Ave,2014,19073,40.75714758,-73.97207836,10154
393,3158,W 63 St & Broadway,2015,58,40.77163851,-73.98261428,10023
394,278,Concord St & Bridge St,2014,4456,40.69766564,-73.98476437,11201
395,3206,Hilltop,2015,815,40.7311689,-74.0575736,07306
396,427,Bus Slip & State St,2014,13050,40.701907,-74.013942,10004
397,266,Avenue D & E 8 St,2014,8795,40.72368361,-73.97574813,10009
398,340,Madison St & Clinton St,2014,12891,40.71269042,-73.98776323,10002
399,418,Front St & Gold St,2014,5537,40.70224,-73.982578,11201
400,403,E 2 St & 2 Ave,2015,18903,40.72502876,-73.99069656,10012
401,436,Hancock St & Bedford Ave,2014,3691,40.68216564,-73.95399026,11216
402,496,E 16 St & 5 Ave,2015,27384,40.73726186,-73.99238967,10003
403,232,Cadman Plaza E & Tillary St,2014,8193,40.69597683,-73.99014892,11201
404,306,Cliff St & Fulton St,2014,23684,40.70823502,-74.00530063,10038
405,305,E 58 St & 3 Ave,2014,33254,40.76095756,-73.96724467,10022
406,540,Lexington Ave & E 26 St,2015,1067,40.74147286,-73.98320928,10010
407,279,Sands St & Gold St,2014,1362,40.69986937,-73.98271933,11201
408,472,E 32 St & Park Ave,2014,43561,40.7457121,-73.98194829,10016
409,415,Pearl St & Hanover Square,2014,18285,40.7047177,-74.00926027,10004
410,534,Water - Whitehall Plaza,2014,12682,40.70255065,-74.0127234,10004
411,427,Bus Slip & State St,2015,12744,40.701907,-74.013942,10004
412,445,E 10 St & Avenue A,2014,41006,40.72740794,-73.98142006,10009
413,484,W 44 St & 5 Ave,2014,23798,40.75500254,-73.98014437,10173
414,308,St James Pl & Oliver St,2014,15256,40.71307916,-73.99851193,10278
415,501,FDR Drive & E 35 St,2014,24600,40.744219,-73.97121214,10016
416,2012,E 27 St & 1 Ave,2014,21060,40.739445,-73.976806,10010
417,526,E 33 St & 5 Ave,2015,21088,40.74765947,-73.98490707,10016
418,402,Broadway & E 22 St,2015,40491,40.7403432,-73.98955109,10010
419,411,E 6 St & Avenue D,2014,12169,40.72228087,-73.97668709,10009
420,396,Lefferts Pl & Franklin Ave,2014,5234,40.680342423,-73.9557689392,11216
421,379,W 31 St & 7 Ave,2015,34324,40.749156,-73.9916,10119
422,466,W 25 St & 6 Ave,2015,24587,40.74395411,-73.99144871,10119
423,426,West St & Chambers St,2015,50077,40.71754834,-74.01322069,10282
424,385,E 55 St & 2 Ave,2014,14393,40.75797322,-73.96603308,10022
425,301,E 2 St & Avenue B,2014,27309,40.72217444,-73.98368779,10009
426,423,W 54 St & 9 Ave,2014,13939,40.76584941,-73.98690506,10019
427,225,W 14 St & The High Line,2015,20402,40.74195138,-74.00803013,10011
428,461,E 20 St & 2 Ave,2014,36533,40.73587678,-73.98205027,10010
429,405,Washington St & Gansevoort St,2015,28642,40.739323,-74.008119,10014
430,408,Market St & Cherry St,2014,9844,40.71076228,-73.99400398,10103
431,484,W 44 St & 5 Ave,2015,20092,40.75500254,-73.98014437,10173
432,2000,Front St & Washington St,2014,14721,40.70255088,-73.98940236,11201
433,164,E 47 St & 2 Ave,2014,18887,40.75323098,-73.97032517,10017
434,360,William St & Pine St,2015,10972,40.70717936,-74.00887308,10006
435,3041,Kingston Ave & Herkimer St,2015,16,40.67890679,-73.94142771,11213
436,400,Pitt St & Stanton St,2014,6758,40.71926081,-73.98178024,10002
437,353,S Portland Ave & Hanson Pl,2014,5438,40.68539567,-73.97431458,11217
438,314,Montague St & Clinton St,2014,486,40.69424674,-73.99215922,11201
439,546,E 30 St & Park Ave S,2014,33584,40.74444921,-73.98303529,10016
440,3281,Leonard Gordon Park,2017,1643,40.74590996631558,-74.0572714805603,07307
441,437,Macon St & Nostrand Ave,2014,2790,40.6809833854,-73.9500479759,11216
442,478,11 Ave & W 41 St,2014,27141,40.76030096,-73.99884222,10036
443,143,Clinton St & Joralemon St,2014,8109,40.69239502,-73.99337909,11201
444,357,E 11 St & Broadway,2014,24295,40.73261787,-73.99158043,10003
445,376,John St & William St,2014,17809,40.70862144,-74.00722156,10038
446,300,Shevchenko Pl & E 6 St,2014,6147,40.728145,-73.990214,10003
447,127,Barrow St & Hudson St,2014,41242,40.73172428,-74.00674436,10014
448,515,W 43 St & 10 Ave,2014,30771,40.76009437,-73.99461843,10036
449,526,E 33 St & 5 Ave,2014,28387,40.74765947,-73.98490707,10016
450,3277,Communipaw & Berry Lane,2017,908,40.71435836870427,-74.06661093235016,07304
451,395,Bond St & Schermerhorn St,2014,9561,40.68807003,-73.98410637,11217
452,405,Washington St & Gansevoort St,2014,32874,40.739323,-74.008119,10014
453,152,Warren St & Church St,2014,15661,40.71473993,-74.00910627,10007
454,223,W 13 St & 7 Ave,2014,29625,40.73781509,-73.99994661,10014
455,369,Washington Pl & 6 Ave,2014,23202,40.73224119,-74.00026394,10012
456,216,Columbia Heights & Cranberry St,2015,4013,40.70037867,-73.99548059,11201
457,3188,NJCU,2017,416,40.7101087,-74.0858489,07305
458,431,Hanover Pl & Livingston St,2015,1862,40.68864636,-73.98263429,11217
459,252,MacDougal St & Washington Sq,2014,24347,40.73226398,-73.99852205,10012
460,224,Spruce St & Nassau St,2014,17567,40.71146364,-74.00552427,10007
461,2002,Wythe Ave & Metropolitan Ave,2014,15214,40.716887,-73.963198,11211
462,262,Washington Park,2015,605,40.69178232,-73.97372989,11217
463,137,E 56 St & Madison Ave,2014,17024,40.761628,-73.972924,10022
464,357,E 11 St & Broadway,2015,15611,40.73261787,-73.99158043,10003
465,435,W 21 St & 6 Ave,2014,73448,40.74173969,-73.99415556,10119
466,474,5 Ave & E 29 St,2014,33799,40.7451677,-73.98683077,10016
467,2004,6 Ave & Broome St,2014,22023,40.724399,-74.004704,10013
468,250,Lafayette St & Jersey St,2014,44080,40.72456089,-73.99565293,10012
469,274,Lafayette Ave & Fort Greene Pl,2015,4997,40.68691865,-73.976682,11217
470,410,Suffolk St & Stanton St,2014,31539,40.72066442,-73.98517977,10002
471,342,Columbia St & Rivington St,2014,12474,40.71739973,-73.98016555,10002
472,533,Broadway & W 39 St,2015,17415,40.75299641,-73.98721619,10018
473,469,Broadway & W 53 St,2014,21942,40.76344058,-73.98268129,10020
474,483,E 12 St & 3 Ave,2014,37536,40.73223272,-73.98889957,10003
475,321,Cadman Plaza E & Red Cross Pl,2014,5967,40.69991755,-73.98971773,11201
476,420,Clermont Ave & Lafayette Ave,2014,5291,40.68764484,-73.96968902,11238
477,379,W 31 St & 7 Ave,2014,53176,40.749156,-73.9916,10119
478,509,9 Ave & W 22 St,2014,41359,40.7454973,-74.00197139,10011
479,161,LaGuardia Pl & W 3 St,2014,36971,40.72917025,-73.99810231,10012
480,388,W 26 St & 10 Ave,2015,13784,40.749717753,-74.002950346,10001
481,470,W 20 St & 8 Ave,2014,27642,40.74345335,-74.00004031,10011
482,295,Pike St & E Broadway,2014,18306,40.71406667,-73.99293911,10103
483,120,Lexington Ave & Classon Ave,2015,2893,40.68676793,-73.95928168,11238
484,453,W 22 St & 8 Ave,2015,25780,40.74475148,-73.99915362,10119
485,428,E 3 St & 1 Ave,2015,22211,40.72467721,-73.98783413,10009
486,216,Columbia Heights & Cranberry St,2014,5459,40.70037867,-73.99548059,11201
487,276,Duane St & Greenwich St,2014,16349,40.71748752,-74.0104554,10282
488,290,2 Ave & E 58 St,2014,21763,40.76020258,-73.96478473,10022
489,473,Rivington St & Chrystie St,2014,20759,40.72110063,-73.9919254,10012
490,512,W 29 St & 9 Ave,2014,25182,40.7500727,-73.99839279,10199
491,448,W 37 St & 10 Ave,2014,29436,40.75660359,-73.9979009,10001
492,520,W 52 St & 5 Ave,2014,17939,40.75992262,-73.97648516,10111
493,3191,Union St,2015,62,40.7182113,-74.0836394,07304
494,268,Howard St & Centre St,2015,17757,40.71910537,-73.99973337,10278
495,260,Broad St & Bridge St,2014,10086,40.70365182,-74.01167797,10004
496,3049,Cambridge Pl & Gates Ave,2015,19,40.68488,-73.96304,11238
497,403,E 2 St & 2 Ave,2014,26716,40.72502876,-73.99069656,10012
498,195,Liberty St & Broadway,2014,27897,40.70905623,-74.01043382,10006
499,440,E 45 St & 3 Ave,2014,20443,40.75255434,-73.97282625,10174
500,150,E 2 St & Avenue C,2014,17946,40.7208736,-73.98085795,10009
501,462,W 22 St & 10 Ave,2014,46677,40.74691959,-74.00451887,10011
502,242,Carlton Ave & Flushing Ave,2015,1370,40.697787,-73.973736,11201
503,428,E 3 St & 1 Ave,2014,33940,40.72467721,-73.98783413,10009
504,359,E 47 St & Park Ave,2015,22136,40.75510267,-73.97498696,10167
505,311,Norfolk St & Broome St,2014,18993,40.7172274,-73.98802084,10002
506,500,Broadway & W 51 St,2014,26226,40.76228826,-73.98336183,10020
507,229,Great Jones St,2014,40917,40.72743423,-73.99379025,10012
508,3182,Yankee Ferry Terminal,2015,1040,40.686931,-74.016966,11231
509,476,E 31 St & 3 Ave,2014,34599,40.74394314,-73.97966069,10016
510,3183,Exchange Place,2016,19013,40.7162469,-74.0334588,07302
511,3103,N 11 St & Wythe Ave,2015,534,40.72153267,-73.95782357,11222
512,441,E 52 St & 2 Ave,2014,14969,40.756014,-73.967416,10022
513,276,Duane St & Greenwich St,2015,10986,40.71748752,-74.0104554,10282
514,446,W 24 St & 7 Ave,2014,45251,40.74487634,-73.99529885,10119
515,322,Clinton St & Tillary St,2014,6336,40.696192,-73.991218,11201
516,397,Fulton St & Clermont Ave,2014,4184,40.68415748,-73.96922273,11238
517,2010,Grand St & Greene St,2014,22777,40.72165481,-74.00234737,10012
518,364,Lafayette Ave & Classon Ave,2014,4549,40.68900443,-73.96023854,11205
519,3123,31 St & Thomson Ave,2015,117,40.74469738,-73.93540375,11101
520,120,Lexington Ave & Classon Ave,2014,4005,40.68676793,-73.95928168,11238
521,239,Willoughby St & Fleet St,2015,5954,40.69196566,-73.9813018,11201
522,238,Bank St & Washington St,2014,21157,40.7361967,-74.00859207,10014
523,453,W 22 St & 8 Ave,2014,35739,40.74475148,-73.99915362,10119
524,82,St James Pl & Pearl St,2014,9770,40.71117416,-74.00016545,10038
525,291,Madison St & Montgomery St,2014,13184,40.713126,-73.984844,10002
526,267,Broadway & W 36 St,2014,24560,40.75097711,-73.98765428,10119
527,313,Washington Ave & Park Ave,2015,5481,40.69610226,-73.96751037,11205
528,347,W Houston St & Hudson St,2014,47995,40.72873888,-74.00748842,10013
529,312,Allen St & E Houston St,2014,34637,40.722055,-73.989111,10012
530,450,W 49 St & 8 Ave,2015,14042,40.76227205,-73.98788205,10036
531,3203,Hamilton Park,2017,19810,40.727595966,-74.044247311,07302
532,518,E 39 St & 2 Ave,2014,38635,40.74780373,-73.9734419,10174
533,264,Maiden Ln & Pearl St,2014,19392,40.70706456,-74.00731853,10038
534,348,W Broadway & Spring St,2014,34624,40.72490985,-74.00154702,10012
535,514,12 Ave & W 40 St,2014,37894,40.76087502,-74.00277668,10036
536,284,Greenwich Ave & 8 Ave,2014,55650,40.7390169121,-74.0026376103,10014
537,524,W 43 St & 6 Ave,2014,4793,40.75527307,-73.98316936,10173
538,232,Cadman Plaza E & Tillary St,2015,5713,40.69597683,-73.99014892,11201
539,320,Church St & Leonard St,2014,710,40.71743998,-74.00583475,10278
540,257,Lispenard St & Broadway,2014,22545,40.71939226,-74.00247214,10278
541,521,8 Ave & W 31 St,2014,100498,40.75044999,-73.99481051,10119
542,447,8 Ave & W 52 St,2015,20962,40.76370739,-73.9851615,10020
543,326,E 11 St & 1 Ave,2014,31408,40.72953837,-73.98426726,10003
544,160,E 37 St & Lexington Ave,2014,19634,40.748238,-73.978311,10016
545,402,Broadway & E 22 St,2014,60932,40.7403432,-73.98955109,10010
546,512,W 29 St & 9 Ave,2015,17799,40.7500727,-73.99839279,10199
547,302,Avenue D & E 3 St,2014,12249,40.72082834,-73.97793172,10009
548,389,Broadway & Berry St,2014,6937,40.71044554,-73.96525063,11211
549,344,Monroe St & Bedford Ave,2014,4550,40.6851443,-73.95380904,11216
550,274,Lafayette Ave & Fort Greene Pl,2014,7925,40.68691865,-73.976682,11217
551,486,Broadway & W 29 St,2014,32879,40.7462009,-73.98855723,10119
552,481,S 3 St & Bedford Ave,2014,7193,40.71260486,-73.96264403,11211
553,2006,Central Park S & 6 Ave,2015,33226,40.76590936,-73.97634151,10111
554,447,8 Ave & W 52 St,2014,29839,40.76370739,-73.9851615,10020
555,537,Lexington Ave & E 24 St,2014,39459,40.74025878,-73.98409214,10010
556,516,E 47 St & 1 Ave,2014,11846,40.75206862,-73.96784384,10017
557,519,Pershing Square N,2014,6353,40.75188406,-73.97770164,10168
558,463,9 Ave & W 16 St,2014,33973,40.74206539,-74.00443172,10011
559,538,W 49 St & 5 Ave,2014,10266,40.75795248,-73.97787642,10111
560,382,University Pl & E 14 St,2014,60072,40.73492695,-73.99200509,10003
561,336,Sullivan St & Washington Sq,2015,20248,40.73047747,-73.99906065,10012
562,377,6 Ave & Canal St,2015,14190,40.72243797,-74.00566443,10013
563,243,Fulton St & Rockwell Pl,2014,2080,40.687979,-73.978474,11217
564,3205,JC Medical Center,2016,4687,40.71653978099194,-74.0496379137039,07302
565,249,Harrison St & Hudson St,2014,12626,40.71870987,-74.0090009,10013
566,3224,W 13 St & Hudson St,2015,69,40.73997354103409,-74.00513872504234,10014
567,228,E 48 St & 3 Ave,2014,21675,40.7546011026,-73.971878855,10167
568,243,Fulton St & Rockwell Pl,2014,4604,40.688226,-73.979382,11217
569,482,W 15 St & 7 Ave,2014,35121,40.73935542,-73.99931783,10014
570,416,Cumberland St & Lafayette Ave,2014,8220,40.68753406,-73.97265183,11217
571,540,Lexington Ave & E 26 St,2014,41646,40.74147286,-73.98320928,10010
572,336,Sullivan St & Washington Sq,2014,31333,40.73047747,-73.99906065,10012
573,241,DeKalb Ave & S Portland Ave,2014,6833,40.68981035,-73.97493121,11217
574,439,E 4 St & 2 Ave,2015,21542,40.7262807,-73.98978041,10012
575,351,Front St & Maiden Ln,2014,16111,40.70530954,-74.00612572,10038
576,455,1 Ave & E 44 St,2014,19237,40.75001986,-73.96905301,10017
577,449,W 52 St & 9 Ave,2014,16302,40.76461837,-73.98789473,10019
578,511,E 14 St & Avenue B,2014,30909,40.72938685,-73.97772429,10009
579,373,Willoughby Ave & Walworth St,2014,4937,40.69331716,-73.95381995,11205
580,365,Fulton St & Grand Ave,2014,5788,40.68223166,-73.9614583,11238
581,261,Johnson St & Gold St,2014,8809,40.69474881,-73.98362464,11201
582,529,W 42 St & 8 Ave,2014,29571,40.7575699,-73.99098507,10018
583,387,Centre St & Chambers St,2014,42485,40.71273266,-74.0046073,10278
584,116,W 17 St & 8 Ave,2014,45610,40.74177603,-74.00149746,10011
585,251,Mott St & Prince St,2014,38553,40.72317958,-73.99480012,10012
586,502,Henry St & Grand St,2014,21478,40.714215,-73.981346,10002
587,3197,North St,2016,1664,40.752559,-74.044725,07307
588,392,Jay St & Tech Pl,2014,11443,40.695065,-73.987167,11201
589,483,E 12 St & 3 Ave,2015,26233,40.73223272,-73.98889957,10003
590,2006,Central Park S & 6 Ave,2014,32894,40.76590936,-73.97634151,10111
591,168,W 18 St & 6 Ave,2014,52216,40.73971301,-73.99456405,10003
592,492,W 33 St & 7 Ave,2014,42632,40.75019995,-73.99093085,10119
593,479,9 Ave & W 45 St,2014,35266,40.76019252,-73.9912551,10036
594,313,Washington Ave & Park Ave,2014,7135,40.69610226,-73.96751037,11205
595,212,W 16 St & The High Line,2014,33056,40.74334935,-74.00681753,10011
596,293,Lafayette St & E 8 St,2014,86690,40.73028666,-73.9907647,10003
597,528,2 Ave & E 31 St,2014,49981,40.74290902,-73.97706058,10016
598,399,Lafayette Ave & St James Pl,2014,4433,40.68851534,-73.9647628,11238
599,258,DeKalb Ave & Vanderbilt Ave,2014,7776,40.68940747,-73.96885458,11238
600,481,S 3 St & Bedford Ave,2015,4414,40.71260486,-73.96264403,11211
601,327,Vesey Pl & River Terrace,2014,53029,40.7153379,-74.01658354,10282
602,412,Forsyth St & Canal St,2014,20097,40.7158155,-73.99422366,10103
603,3277,Communipaw & Berry Lane,2016,34,40.71435836870427,-74.06661093235016,07304
604,151,Cleveland Pl & Spring St,2014,60093,40.7218158,-73.99720307,10012
605,388,W 26 St & 10 Ave,2014,28788,40.749717753,-74.002950346,10001
606,2023,E 55 St & Lexington Ave,2014,12750,40.75968085,-73.97031366,10022
607,355,Bayard St & Baxter St,2014,24268,40.71602118,-73.99974372,10278
608,505,6 Ave & W 33 St,2014,39612,40.74901271,-73.98848395,10119
609,247,Perry St & Bleecker St,2014,22531,40.73535398,-74.00483091,10014
610,3118,McGuinness Blvd & Eagle St,2015,390,40.73555,-73.95284,11222
611,422,W 59 St & 10 Ave,2014,22386,40.770513,-73.988038,10019
612,317,E 6 St & Avenue B,2014,26374,40.72453734,-73.98185424,10009
613,458,11 Ave & W 27 St,2015,27936,40.751396,-74.005226,10001
614,270,Adelphi St & Myrtle Ave,2014,9828,40.69308257,-73.97178913,11205
615,3199,Newport Pkwy,2016,9031,40.7287448,-74.0321082,07310
616,438,St Marks Pl & 1 Ave,2014,27899,40.72779126,-73.98564945,10009
617,254,W 11 St & 6 Ave,2014,12105,40.73532427,-73.99800419,10003
618,2017,E 43 St & 2 Ave,2013,8448,40.75022392,-73.97121414,10017
619,372,Franklin Ave & Myrtle Ave,2013,1481,40.694528,-73.958089,11205
620,384,Fulton St & Waverly Ave,2014,7825,40.68317813,-73.9659641,11238
621,2001,7 Ave & Farragut St,2013,969,40.69892054,-73.97332996,11201
622,341,Stanton St & Mangin St,2014,12368,40.71782143,-73.97628939,10002
623,373,Willoughby Ave & Walworth St,2015,3293,40.69331716,-73.95381995,11205
624,146,Hudson St & Reade St,2015,13413,40.71625008,-74.0091059,10007
625,538,W 49 St & 5 Ave,2013,12015,40.75795248,-73.97787642,10111
626,300,Shevchenko Pl & E 6 St,2013,13180,40.728145,-73.990214,10003
627,282,Kent Ave & S 11 St,2013,3297,40.70827295,-73.96834101,11211
628,79,Franklin St & W Broadway,2015,13500,40.71911552,-74.00666661,10013
629,2022,E 59 St & Sutton Pl,2013,9349,40.75849116,-73.95920622,10044
630,314,Montague St & Clinton St,2013,5813,40.69424674,-73.99215922,11201
631,279,Sands St & Gold St,2013,2330,40.69986937,-73.98271933,11201
632,252,MacDougal St & Washington Sq,2015,16919,40.73226398,-73.99852205,10012
633,517,Pershing Square S,2013,28927,40.75149263,-73.97798848,10168
634,527,E 33 St & 1 Ave,2013,16170,40.74315566,-73.97434726,10016
635,263,Elizabeth St & Hester St,2014,27674,40.71729,-73.996375,10278
636,517,Pershing Square S,2014,3058,40.75149263,-73.97798848,10168
637,242,Flushing Ave & Carlton Ave,2013,3881,40.69788349,-73.97350332,11201
638,532,S 5 Pl & S 4 St,2013,11002,40.710451,-73.960876,11211
639,354,Emerson Pl & Myrtle Ave,2014,5132,40.69363137,-73.96223558,11205
640,233,Joralemon St & Adams St,2013,10963,40.69246277,-73.98963911,11201
641,460,S 4 St & Wythe Ave,2014,7591,40.71285887,-73.96590294,11211
642,472,E 32 St & Park Ave,2015,28964,40.7457121,-73.98194829,10016
643,160,E 37 St & Lexington Ave,2013,11456,40.748238,-73.978311,10016
644,319,Park Pl & Church St,2013,14930,40.71336124,-74.00937622,10007
645,195,Liberty St & Broadway,2015,18496,40.70905623,-74.01043382,10006
646,3200,MLK Light Rail,2015,53,40.7111305,-74.0788855,07304
647,2003,1 Ave & E 18 St,2013,16809,40.73416059,-73.98024289,10010
648,3104,Kent Ave & N 7 St,2015,1386,40.72057658,-73.96150225,11222
649,320,Church St & Leonard St,2013,13388,40.71743998,-74.00583475,10278
650,265,Stanton St & Chrystie St,2014,26442,40.72229346,-73.99147535,10012
651,508,W 46 St & 11 Ave,2015,11781,40.76341379,-73.99667444,10036
652,315,South St & Gouverneur Ln,2015,15354,40.70355377,-74.00670227,10005
653,468,Broadway & W 55 St,2013,20632,40.7652654,-73.98192338,10020
654,3079,Leonard St & Grand St,2015,231,40.71103537,-73.94714303,11211
655,239,Willoughby St & Fleet St,2014,8217,40.69196566,-73.9813018,11201
